source_dp,source_dotted,source_label,kind,verb_or_field,target,target_label,confidence,rationale,warns
"1,1212",1.1.2.1.2,Hypothèse contraire aux faits,AIF_skosDirectRef,,CauseToEffect_Inference,,,skos:broadMatch,
"1,1212",1.1.2.1.2,Hypothèse contraire aux faits,AIF_skosExceptionRef,,PropertyNotExistant_Conflict,,,skos:broadMatch,
"1,1213",1.1.2.1.3,Sophisme pragmatique,crossLink,Leverages,1.1.2.1,Preuve anecdotique,0.95,The fallacy relies on an isolated personal case as insufficient evidence for a general rule.,
"1,1213",1.1.2.1.3,Sophisme pragmatique,crossLink,IsRelatedTo,1,Insuffisance,0.72,It is a specific insufficiency of evidence: one successful case does not justify a universal recommendation.,
"1,1213",1.1.2.1.3,Sophisme pragmatique,crossLink,Mirrors,1.1.2.1.3.1,La pendule arrêtée,0.55,"Both overextend a single successful or true instance beyond what it can support, though the stopped-clock case emphasizes chance rather than personal experience.",
"1,1213",1.1.2.1.3,Sophisme pragmatique,AIF_skosDirectRef,,Example_Inference,,,skos:closeMatch,
"1,1213",1.1.2.1.3,Sophisme pragmatique,AIF_skosDirectRef,,InductiveInference_Scheme,,,skos:closeMatch,
"1,1213",1.1.2.1.3,Sophisme pragmatique,AIF_skosExceptionRef,,DifferencesUndermineSimilarity_Conflict,,,skos:closeMatch,
"1,12131",1.1.2.1.3.1,La pendule arrêtée,crossLink,Leverages,1,Insuffisance,0.88,It relies on evidence that is insufficient: one or a few lucky successes cannot establish the theory’s general accuracy.,
"1,12131",1.1.2.1.3.1,La pendule arrêtée,crossLink,Mirrors,1.1.2.1.3.2,La roue grinçante,0.62,"Both infer correctness from inadequate support, though one uses lucky confirmation while the other uses lack of refutation.",
"1,12131",1.1.2.1.3.1,La pendule arrêtée,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.58,"The error is a faulty inference from accidental correctness to reliable truth, a generic reasoning defect.",
"1,12131",1.1.2.1.3.1,La pendule arrêtée,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"1,12131",1.1.2.1.3.1,La pendule arrêtée,AIF_skosExceptionRef,,OtherCausalFactorsInvolved_Conflict,,,skos:broadMatch,
"1,12131",1.1.2.1.3.1,La pendule arrêtée,AIF_skosExceptionRef,,WeakestLink_Conflict,,,skos:broadMatch,
"1,12132",1.1.2.1.3.2,La roue grinçante,crossLink,Leverages,1,Insuffisance,0.78,The fallacy rests on evidential insufficiency: absence of refutation is treated as sufficient support.,
"1,12132",1.1.2.1.3.2,La roue grinçante,AIF_skosDirectRef,,Ignorance_Inference,,,skos:closeMatch,
"1,12132",1.1.2.1.3.2,La roue grinçante,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:closeMatch,
"1,1214",1.1.2.1.4,Argument de l'ami,crossLink,Leverages,1.1.2.1,Preuve anecdotique,0.93,L'argument s'appuie sur un cas personnel isolé — avoir un ami du groupe visé — pour réfuter une accusation générale de préjugé.,
"1,1214",1.1.2.1.4,Argument de l'ami,crossLink,IsRelatedTo,1,Insuffisance,0.78,La présence d'un ami dans un groupe ne suffit pas à démontrer l'absence de préjugé envers ce groupe.,
"1,1214",1.1.2.1.4,Argument de l'ami,AIF_skosDirectRef,,Example_Inference,,,skos:closeMatch,
"1,1214",1.1.2.1.4,Argument de l'ami,AIF_skosDirectRef,,Ethotic_Inference,,,skos:closeMatch,
"1,1215",1.1.2.1.5,Je le sais quand je le vois,crossLink,IsRelatedTo,1,Insuffisance,0.78,Le jugement intuitif et non vérifiable fournit un support insuffisant pour établir la thèse.,
"1,1215",1.1.2.1.5,Je le sais quand je le vois,crossLink,Leverages,5,Abus de langage,0.55,L'absence de critères objectifs peut exploiter une classification verbale vague ou arbitraire plutôt qu'une preuve.,
"1,1215",1.1.2.1.5,Je le sais quand je le vois,AIF_skosDirectRef,,ArbitraryVerbalClassification_Inference,,,skos:closeMatch,
"1,1215",1.1.2.1.5,Je le sais quand je le vois,AIF_skosDirectRef,,VagueVerbalClassification_Inference,,,skos:closeMatch,
"1,1216",1.1.2.1.6,Appel à la fiction,crossLink,Leverages,1,Insuffisance,0.86,Using fictional material as evidence is a paradigmatic case of insufficient support for a claim about reality.,
"1,1216",1.1.2.1.6,Appel à la fiction,crossLink,Mirrors,1.1.2.1,Preuve anecdotique,0.7,"It resembles anecdotal proof by treating a narrative case as evidence, except the case is fictional rather than merely isolated.",
"1,1216",1.1.2.1.6,Appel à la fiction,crossLink,IsRelatedTo,1.1.2.1.2,Hypothèse contraire aux faits,0.62,"Fiction-based arguments often rely on counterfactual or unrealistic suppositions, though not every fictional appeal is explicitly contrary to fact.",
"1,1216",1.1.2.1.6,Appel à la fiction,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"1,1216",1.1.2.1.6,Appel à la fiction,AIF_skosExceptionRef,,PropertyNotExistant_Conflict,,,skos:broadMatch,
"1,1221",1.1.2.2.1,Certitude supposée,crossLink,Allows,1.1.2.2.1.1,Appel à la majorité silencieuse,0.9,Presupposing that everyone agrees creates the opening for invoking an unexpressed ‘silent majority’ as support.,
"1,1221",1.1.2.2.1,Certitude supposée,crossLink,Mirrors,1.1.2.2.3,Appel au commun des mortels,0.65,"Both treat alignment with ordinary people/everyone as argumentative support, though the source assumes shared belief rather than conformity.",
"1,1221",1.1.2.2.1,Certitude supposée,crossLink,IsRelatedTo,1.1.2.2.5,Appel au bon sens,0.55,"Both rely on an allegedly shared, unquestioned background belief, but ‘common sense’ is a more specific justificatory appeal.",
"1,1221",1.1.2.2.1,Certitude supposée,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:closeMatch,
"1,1221",1.1.2.2.1,Certitude supposée,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:closeMatch,
"1,12211",1.1.2.2.1.1,Appel à la majorité silencieuse,crossLink,Leverages,1.1.2.2.1,Certitude supposée,0.86,L'appel à la majorité silencieuse repose sur la présupposition qu'un grand nombre de personnes adhèrent déjà à la thèse sans preuve explicite.,
"1,12211",1.1.2.2.1.1,Appel à la majorité silencieuse,crossLink,IsRelatedTo,1,Insuffisance,0.65,L'argument est insuffisant car le soutien invoqué est hypothétique et non attesté publiquement.,
"1,12211",1.1.2.2.1.1,Appel à la majorité silencieuse,crossLink,Leverages,2,Influence,0.58,Il cherche à persuader par pression sociale implicite plutôt que par raisons substantielles.,
"1,12211",1.1.2.2.1.1,Appel à la majorité silencieuse,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:broadMatch,
"1,12211",1.1.2.2.1.1,Appel à la majorité silencieuse,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:broadMatch,
"1,1222",1.1.2.2.2,Appel à la normalité,crossLink,Leverages,1.1.2.2,Pratique courante,0.9,L'appel à la normalité justifie une conclusion normative en s'appuyant sur le fait qu'une pratique est courante.,
"1,1222",1.1.2.2.2,Appel à la normalité,crossLink,Mirrors,1.1.2.2.3,Appel au commun des mortels,0.82,Les deux raisonnements infèrent abusivement la validité ou l'acceptabilité à partir de la conformité à la majorité.,
"1,1222",1.1.2.2.2,Appel à la normalité,AIF_skosDirectRef,,PopularPractice_Inference,,,skos:closeMatch,
"1,1222",1.1.2.2.2,Appel à la normalité,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:closeMatch,
"1,1223",1.1.2.2.3,Appel au commun des mortels,crossLink,Leverages,1.1.2.2.2,Appel à la normalité,0.86,L'appel au commun des mortels tire sa force de l'idée que le point de vue normal ou moyen serait ipso facto plus valide.,
"1,1223",1.1.2.2.3,Appel au commun des mortels,crossLink,IsRelatedTo,1.1.2.2,Pratique courante,0.72,"Les deux formes justifient une conclusion par la référence au commun, mais ici il s'agit surtout de l'identité ordinaire du locuteur plutôt que d'une pratique répandue.",
"1,1223",1.1.2.2.3,Appel au commun des mortels,crossLink,IsRelatedTo,1.1.2.2.5,Appel au bon sens,0.58,"La posture de citoyen lambda peut se combiner avec un appel au bon sens, sans toutefois s'y réduire.",
"1,1223",1.1.2.2.3,Appel au commun des mortels,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:broadMatch,
"1,1223",1.1.2.2.3,Appel au commun des mortels,AIF_skosDirectRef,,Ethotic_Inference,,,skos:broadMatch,
"1,1224",1.1.2.2.4,Renforcement communautaire,crossLink,Allows,1.1.2.2,Pratique courante,0.72,La répétition communautaire fabrique l’apparence d’une pratique ou croyance commune qui peut ensuite être invoquée comme justification.,
"1,1224",1.1.2.2.4,Renforcement communautaire,crossLink,Leverages,1.1.2.2.1,Certitude supposée,0.68,Elle exploite et renforce la présupposition que le groupe adhère déjà à la croyance sans discussion critique.,
"1,1224",1.1.2.2.4,Renforcement communautaire,crossLink,Allows,1.1.2.2.4.1,Effet Gold,0.62,L’effet Gold est une spécialisation possible où le renforcement communautaire vise à produire un faux consensus dans une communauté scientifique.,
"1,1224",1.1.2.2.4,Renforcement communautaire,crossLink,IsRelatedTo,2,Influence,0.7,Le mécanisme relève d’une persuasion par pression sociale et répétition plutôt que d’une justification probante.,
"1,1224",1.1.2.2.4,Renforcement communautaire,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:closeMatch,
"1,1224",1.1.2.2.4,Renforcement communautaire,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:closeMatch,
"1,12241",1.1.2.2.4.1,Effet Gold,crossLink,Leverages,1.1.2.2.4,Renforcement communautaire,0.9,The tactic creates an apparent scientific consensus by exploiting community reinforcement mechanisms.,
"1,12241",1.1.2.2.4.1,Effet Gold,crossLink,Leverages,2,Influence,0.75,It manipulates the audience through social/scientific approval rather than providing verification.,
"1,12241",1.1.2.2.4.1,Effet Gold,crossLink,IsRelatedTo,1,Insuffisance,0.65,The claimed consensus is used despite insufficient evidence for the unverified idea.,
"1,12241",1.1.2.2.4.1,Effet Gold,AIF_skosDirectRef,,ExpertOpinion_Inference,,,skos:broadMatch,
"1,12241",1.1.2.2.4.1,Effet Gold,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:broadMatch,
"1,12241",1.1.2.2.4.1,Effet Gold,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:broadMatch,
"1,12241",1.1.2.2.4.1,Effet Gold,AIF_skosExceptionRef,,ExpertiseInconsistency_Conflict,,,skos:broadMatch,
"1,1225",1.1.2.2.5,Appel au bon sens,crossLink,Leverages,1.1.2.2.1,Certitude supposée,0.82,L'appel au bon sens présuppose que la croyance est déjà partagée et évidente pour tous.,
"1,1225",1.1.2.2.5,Appel au bon sens,crossLink,Leverages,1.1.2.2.2,Appel à la normalité,0.74,Il exploite l'idée que ce qui paraît normal ou ordinaire doit être accepté comme correct.,
"1,1225",1.1.2.2.5,Appel au bon sens,crossLink,Leverages,1.1.2.2,Pratique courante,0.78,Il transforme souvent une règle ou habitude courante en justification sans preuve indépendante.,
"1,1225",1.1.2.2.5,Appel au bon sens,crossLink,IsRelatedTo,1.1.2.2.3,Appel au commun des mortels,0.63,Les deux formes tirent leur force persuasive de la pression à penser comme tout le monde.,
"1,1225",1.1.2.2.5,Appel au bon sens,AIF_skosDirectRef,,PopularOpinion_Inference,,,skos:broadMatch,
"1,1225",1.1.2.2.5,Appel au bon sens,AIF_skosDirectRef,,FearAppeal_Inference,,,skos:broadMatch,
"1,1225",1.1.2.2.5,Appel au bon sens,AIF_skosExceptionRef,,GeneralAcceptanceDoubt_Conflict,,,skos:broadMatch,
"1,1231",1.1.2.3.1,Projection mentale,crossLink,IsRelatedTo,1.1.2.3,Sophisme du psychologue,0.95,Projection mentale is a specific form of the broader psychologue fallacy: mistaking a personal perspective for objective reality.,
"1,1231",1.1.2.3.1,Projection mentale,crossLink,IsRelatedTo,1.1.2.3.2,Raisonnement émotionnel,0.65,"Both treat an internal mental state as evidence of truth, though emotional reasoning relies specifically on feeling.",
"1,1231",1.1.2.3.1,Projection mentale,crossLink,IsRelatedTo,1,Insuffisance,0.55,The error typically provides insufficient support because subjective viewpoint is not adequate proof of objective reality.,
"1,1231",1.1.2.3.1,Projection mentale,AIF_skosDirectRef,,Bias_Inference,,,skos:broadMatch,
"1,1232",1.1.2.3.2,Raisonnement émotionnel,crossLink,Leverages,1.1.2.3,Sophisme du psychologue,0.86,It relies on the psychologist’s fallacy mechanism: treating a subjective perspective or state as objective truth.,
"1,1232",1.1.2.3.2,Raisonnement émotionnel,crossLink,IsRelatedTo,1.1.2.3.2.1,Sophisme affectif,0.9,The affective fallacy is a very close variant where emotions or intuitions are taken as decisive truth-indicators.,
"1,1232",1.1.2.3.2,Raisonnement émotionnel,crossLink,Mirrors,1.1.2.3.1,Projection mentale,0.72,"Both project an inner mental state onto reality, one via feelings and the other via one’s general worldview.",
"1,1232",1.1.2.3.2,Raisonnement émotionnel,crossLink,IsRelatedTo,1,Insuffisance,0.62,The error involves treating a strong feeling as sufficient proof despite lacking adequate evidence.,
"1,1232",1.1.2.3.2,Raisonnement émotionnel,AIF_skosDirectRef,,EvidenceToHypothesis_Inference,,,skos:broadMatch,
"1,1232",1.1.2.3.2,Raisonnement émotionnel,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"1,12321",1.1.2.3.2.1,Sophisme affectif,crossLink,Leverages,1.1.2.3.2,Raisonnement émotionnel,0.95,Le sophisme affectif est une forme spécifique de raisonnement émotionnel où le ressenti est pris comme preuve décisive.,
"1,12321",1.1.2.3.2.1,Sophisme affectif,crossLink,IsRelatedTo,1,Insuffisance,0.55,"L’émotion ou l’intuition ne fournit pas, à elle seule, une preuve suffisante de la conclusion.",
"1,12321",1.1.2.3.2.1,Sophisme affectif,AIF_skosDirectRef,,Sign_Inference,,,skos:broadMatch,
"1,12321",1.1.2.3.2.1,Sophisme affectif,AIF_skosExceptionRef,,LackOfPTKReliability_Scheme,,,skos:broadMatch,
"1,131",1.1.3.1,Le marteau d'or,crossLink,IsRelatedTo,1,Insuffisance,0.78,Le marteau d'or fournit une justification insuffisante en généralisant abusivement une solution sans preuve d'adéquation au cas présent.,
"1,131",1.1.3.1,Le marteau d'or,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.7,Il s'agit d'une erreur de raisonnement: l'efficacité passée ou locale d'une méthode ne garantit pas sa pertinence dans tous les contextes.,
"1,131",1.1.3.1,Le marteau d'or,crossLink,Mirrors,1.1.3.2,Argument par le scénario,0.45,"Comme l'argument par le scénario, il impose artificiellement une structure unique à des situations hétérogènes, mais sans nécessairement construire un récit causal.",
"1,131",1.1.3.1,Le marteau d'or,AIF_skosDirectRef,,Analogy_Inference,,,skos:broadMatch,
"1,131",1.1.3.1,Le marteau d'or,AIF_skosDirectRef,,PracticalReasoning_Inference,,,skos:broadMatch,
"1,131",1.1.3.1,Le marteau d'or,AIF_skosExceptionRef,,DifferencesUndermineSimilarity_Conflict,,,skos:broadMatch,
"1,131",1.1.3.1,Le marteau d'or,AIF_skosExceptionRef,,AlternativeMeans_Conflict,,,skos:broadMatch,
"1,1311",1.1.3.1.1,Contre-vérité fractale,crossLink,IsRelatedTo,1,Insuffisance,0.76,A reasoning chain built on errors is a paradigmatic case where the offered arguments are insufficient to establish the conclusion.,
"1,1311",1.1.3.1.1,Contre-vérité fractale,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.82,The fallacy describes conclusions produced by incoherent or erroneous reasoning at multiple levels.,
"1,1311",1.1.3.1.1,Contre-vérité fractale,AIF_skosDirectRef,,WeakestLink_Conflict,,,skos:broadMatch,
"1,1311",1.1.3.1.1,Contre-vérité fractale,AIF_skosExceptionRef,,Logical_Conflict,,,skos:broadMatch,
"1,1312",1.1.3.1.2,Le faux mystère,crossLink,Leverages,1,Insuffisance,0.78,The fallacy treats the current insufficiency of explanation as sufficient proof that no explanation can ever exist.,
"1,1312",1.1.3.1.2,Le faux mystère,crossLink,Allows,1.1.3.1.2.1,L'agent providentiel,0.6,Declaring a phenomenon permanently unexplained can create an opening for later appeals to a hidden providential agent.,
"1,1312",1.1.3.1.2,Le faux mystère,crossLink,IsRelatedTo,4,Erreur de raisonnement,0.55,It is a reasoning error: it illicitly infers permanent inexplicability from present lack of explanation.,
"1,1312",1.1.3.1.2,Le faux mystère,AIF_skosDirectRef,,Ignorance_Inference,,,skos:broadMatch,
"1,1312",1.1.3.1.2,Le faux mystère,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"1,13121",1.1.3.1.2.1,L'agent providentiel,crossLink,Leverages,1.1.3.1.2,Le faux mystère,0.86,L’agent providentiel exploite l’idée qu’un mystère non élucidé autorise une explication extraordinaire cachée.,
"1,13121",1.1.3.1.2.1,L'agent providentiel,crossLink,IsRelatedTo,1.1.3.1.2.1.1,Le dieu des lacunes,0.9,Le dieu des lacunes est une variante théiste spécifique de l’invocation d’un agent invisible pour combler une lacune explicative.,
"1,13121",1.1.3.1.2.1,L'agent providentiel,AIF_skosDirectRef,,Ignorance_Inference,,,skos:broadMatch,
"1,13121",1.1.3.1.2.1,L'agent providentiel,AIF_skosExceptionRef,,LackOfCompleteKnowledge_Conflict,,,skos:broadMatch,
"1,131211",1.1.3.1.2.1.1,Le dieu des lacunes,crossLink,IsRelatedTo,1.1.3.1.2.1,L'agent providentiel,0.95,C’est une variante spécifique de l’agent providentiel où l’entité cachée est explicitement divine.,
