PK,path,decimal_path,depth,Famille,Sous-Famille,Sous-sous-famille,état,carte,niveau,nom_vulgarisé,text_fr,LTfr,Simple_name_en,text_en,LTen,link_fr,link_en,desc_fr,Lfr115,example_fr,Lxfr145,desc_en,Len115,example_en,Lxen145,Simple_name_Farsi,Text_Farsi,LTFarsi,link_Farsi,Description_Farsi,Len115,Example_Farsi,Lxen145,Remarques,latin,exemple politique,political_example_en,proverbe,+liens transverses,type lien transverse,shape,image,svg_color,svg_illustration
40,1.1.3.1.1.1,"1,13111",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,À-priorisme,11,,Invincible ignorance,20,http://www.ditext.com/fearnside/28.html,http://www.ditext.com/fearnside/28.html,"Votre discours se basant sur des principes pour vous intangibles, vous ne prenez en compte aucun élément susceptible d'aller à leur encontre.",141,Une cure de vitamine C suffira à traiter mon cancer. ,53,Turning a blind eye to anything which could undermine your theory or belief.,76,,,,,0,,,0,,,,,,,apriorisme,,,circle,,,
41,1.1.3.1.1.2,"1,13112",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Tabou,5,,Taboo,5,https://fr.wikipedia.org/wiki/Tabou,,"Vous refusez, par principe, que soient évoqués certains thèmes pouvant disqualifier votre discours.",99,Vous ne pouvez pas faire rire une femme lorsqu'elle a ses règles. ,66,Using taboos to censor facts that undermine you position.,57,,,,,0,,,0,,,lien t avec politiquement correct,,,,,,,circle,,,
42,1.1.3.1.1.3,"1,13113",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Syndrome du vrai croyant,24,,True-believer syndrome,22,https://fr.wikipedia.org/wiki/Syndrome_du_vrai_croyant; http://www.sceptiques.qc.ca/dictionnaire/truebeliever.html,http://skepdic.com/truebeliever.html,"Malgré les preuves accablantes qui vous sont opposées, vous soutenez une proposition erronée en vertu de votre foi en des entités ou événements paranormaux ou surnaturels.",171,Seuls des extraterrestres peuvent construire ces soucoupes volantes. ,69,Maintaining one's belief in a theory despite convincing rational demonstrations against it.,91,,,,,0,,,0,,,,,,,"En parlant du soleil on en voit les rayons.""",,,circle,,,
43,1.1.3.1.2,"1,1312",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Appel au mystère,16,,Appeal to mystery,17,http://rationalwiki.org/wiki/Appeal_to_mystery,http://rationalwiki.org/wiki/Appeal_to_mystery,"En guise d'explication à un phénomène, vous affirmez qu'il est inexplicable.",76,Que le monde serait ennuyeux si nous pouvions tout savoir. ,59,"Arguing, as an explanation for something, that it has no explanation.",69,,,,,0,,,0,,,lien t avec contradiction logique,,,,,,,circle,,,
44,1.1.3.1.2.1,"1,13121",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Argument de la science lacunaire,32,,Invoking the limitation of science,34,http://rationalwiki.org/wiki/Science_doesn%27t_know_everything,http://rationalwiki.org/wiki/Science_doesn%27t_know_everything,Vous maintenez une proposition douteuse sous prétexte que l'état actuel de la recherche scientifique ne permet pas de tout savoir.,130,"Puisque la science n'a pas d'explication pour la disparition des licornes, elles ont bien dû exister. ",102,Leveraging the true fact that science is limited to uphold one's non-scientific thesis.,87,,,,,0,,,0,,,,,,,,,,circle,,,
45,1.1.3.1.3,"1,1313",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Argument d'incrédulité,22,,Argument from incredulity,25,,http://rationalwiki.org/wiki/Argument_from_incredulity,Vous niez un fait ou rejetez une hypothèse sous prétexte que vous ne comprenez pas comment ils auraient pu se produire.,119,"A quel moment avez vous rejetez l'hypothèse que vous étiez trop stupide pour comprendre à quel point  c'est une bonne idée ? je ne comprends pas la théorie du Big-Bang, donc ça n'a pas pu se passer comme cela.",209,"Deciding that something did not happen, because one cannot personally understand how it could happen.",101,At what point did you reject the hypothesis that you're too dumb to understand how good the idea is?,,,,0,,,0,,,Lien t avec certitude supposée (miroir),,,,"Si vous êtes loin d'être con, ben rapprochez-vous.... alors elle est pas belle la vie ?",,,circle,,,
46,1.1.3.1.3.1,"1,13131",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Sophisme théologique,20,,Divine fallacy,14,,http://skepdic.com/dvinefal.html,Vous considérez ce que vous ne comprenez pas comme étant le fruit d'une intervention divine.,92,"Ceci est tellement merveilleux, que seul Dieu peut le faire. ",61,Assuming that what you can't understand is an act of God or some paranormal force.,82,,,,,0,,,0,,,,,,,,,,circle,,,
47,1.1.3.1.3.2,"1,13132",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Argument de l'étonnement,24,,Argument from personal astonishment,35,,http://www.don-lindsay-archive.org/skeptic/arguments.html#astonishment,Vous rejetez une proposition sous prétexte que sa véracité vous surprendrait.,77,"Dieu a créé le monde, car seul Dieu aurait pu faire marcher tout cela ensemble. ",80,Rejecting hypotheses or denying fact whose reality would be too astonishing. ,77,,,,,0,,,0,,,lien t certitude supposée,,,,,,,circle,,,
48,1.1.3.1.4,"1,1314",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,Répulsif anti-girafe,Preuve par l'absence,20,,Proof by lack of refutation,27,https://cortecs.org/materiel/sophisme-le-repulsif-anti-girafe/,,Vous considérez l'inexistence d'un fait contredisant votre théorie comme une preuve de la véracité de celle-ci.,111,J'ai pris de l’oscillococcinum et je n’ai pas eu la grippe,58,Using as proof the lack of fact which contradict a theory.,58,,,,,0,,,0,,,,,,,,,,circle,,,
49,1.1.3.1.5,"1,1315",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Appel à la complexité,21,,Appeal to complexity,20,,http://www.don-lindsay-archive.org/skeptic/arguments.html#complexity,"Vous considérez que si vous ne comprenez pas un sujet, alors nul ne peut le comprendre.",87,"Si Mac Gyver peut le faire, je peux aussi le faire. ou Contre le chômage on a tout essayé. ",91,"Considering that something too complex for the arguer is too complex for everyone, thus opening room for arbitrary assertions.",126,,,,,0,,,0,,,,,,,,,,circle,,,
50,1.1.3.1.6,"1,1316",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Argument d'omniscience,22,,Argument from omniscience,25,,http://rationalwiki.org/wiki/Appeal_to_omniscience,Vous prétendez ne rien ignorer du sujet évoqué.,47,Tous les étudiants aiment étudier. ,35,"Argumenting as if one knew literally everything about the issue, thus asserting blanket truths which in fact should be discussed.",129,,,,,0,,,0,,,,,,,,,,circle,,,
51,1.1.3.1.6.1,"1,13161",6,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Sophisme de Sherlock Holmes,27,,Sherlock Holmes fallacy,23,,http://rationalwiki.org/wiki/Holmesian_fallacy,"Vous estimez que votre explication est la bonne sous prétexte que toutes celles qui ont été considérées étaient fausses, ignorant ainsi d'autres hypothèses non encore évoquées.",176,"Quand vous avez éliminé tout ce qui est impossible, alors tout ce qui reste, aussi improbable que ce soit, doit être vrai. ",123,"Claiming some explanation to be true because all alternate 
explanations are impossible, although they have not yet 
been ruled out.
",133,"When you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth",,,,0,,,0,,,,,,,,,,circle,,,
52,1.1.3.2,"1,132",4,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Appel à l'urgence pragmatique,29,,Appeal to desperation,21,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/28/Appeal-to-Desperation,"Vous estimez que votre proposition est la bonne car elle propose de faire quelque chose dans une situation où, selon vous, il convient d'agir.",142,On ne peut laisser proliférer les souris dans la cave. Il faut inonder. ,72,"Arguing that a conclusion, solution, or proposition is right only because something must be done.",97,,,,,0,,,0,,,,,,,"La fin justifie les moyens.""",,,circle,,,
53,1.1.3.2.1,"1,1321",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Syllogisme du politicien,24,,Politician's syllogism,22,,https://en.wikipedia.org/wiki/Politician%27s_syllogism,"Vous estimez que votre proposition est la bonne car elle propose de faire quelque chose dans une situation où, selon vous, il convient d'agir.",142,,0,Considering a proposal as good only because a proposition is needed in order to improve the situation.,102,,,,,0,,,0,,,"Je ne comprends pas trop la différence entre le syllogisme du politicien n° 56
 
The politician's syllogism, also known as the politician's logic or the politician's fallacy, is a logical fallacy of the form:
1.   We must do something
2.   This is something
3.   Therefore, we must do this.
 
et le nouvellement nommé appel à l'urgence pragmatique n° 55
 
Appeal to Desperation
Description: Arguing that your conclusion, solution, or proposition is right based on the fact that something must be done, and your solution is ""something.""
Sans doute convient-il de supprimer une des deux entrées ?
",,,,,1.1.3.2.1 4.3.3.5.1 5.3.2.4.1,,circle,,,
54,1.1.3.3,"1,133",4,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Pensée magique,14,,Magical thinking,16,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/123/Magical-Thinking,Vous établissez entre deux phénomènes un lien de cause à effet basé sur la superstition. ,89,C'est parce que la paroisse a pris cette décision que la pluie est tombée. ,75,Making causal connections between two events on the basis of superstition rather than logic or evidence.,104,,,,,0,,,0,,,,,,,,,,circle,,,
55,1.1.3.3.1,"1,1331",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Appel au ciel,13,,Appeal to Heaven,16,,https://www.logicallyfallacious.com/tools/lp/Bo/LogicalFallacies/35/Appeal-to-Heaven,"Pour faire accepter vos conclusions, vous affirmez qu'elles sont dictées par la volonté divine.",95,C'est parce que Dieu le veut que nous le devons. ,49,Asserting that a conclusion or proposition must be accepted because it is the “will of God” or “the will of the gods”.,118,,,,,0,,,0,,,,deus vult,,,,,,circle,,,
56,1.1.3.3.2,"1,1332",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Superstition,12,,Superstition,12,,http://skepdic.com/superstition.html,Vos avis comme vos actions sont motivés par l'interprétation magique ou mystique que vous faites de certains phénomènes.,120,"Si nous ne faisons pas cette cérémonie lors de l'éclipse, alors les démons reviendront. ",88,basing one's opinions and action on superstition.,49,,,,,0,,,0,,,,,,,,,,circle,,,
57,1.1.3.4,"1,134",4,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Pensée cliché,13,,Cliche thinking,15,,http://www.don-lindsay-archive.org/skeptic/arguments.html#cliche,Vous fondez votre argumentation sur des adages populaires comme s'ils pouvaient assurer la véracité de vos propositions.,120,La politique est un métier car ce n'est pas au vieux singe qu'on apprend à faire la grimace. ,93,"Using as evidence a well-known wise saying, as if that is proven,or as if it has no exceptions.",95,,,,,0,,,0,,,,,,,,,,circle,,,
58,1.1.3.4.1,"1,1341",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,"""L'exception qui confirme la règle""",35,,Exception that proves the rule.,31,,http://www.don-lindsay-archive.org/skeptic/arguments.html#proves_the_rule,"Lorsqu'on oppose à votre thèse un contre-exemple, vous l'invalidez d'emblée en invoquant le cliché de l'exception qui confirme la règle.",136,"Lors des vacances scolaires, les garçons devront être de retour au dortoir à minuit. ",85,Waving away objections as exceptions that prove the rule.,57,,,,,0,,,0,,,,,,,,,,circle,,,
59,1.1.3.4.2,"1,1342",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Révocation de l'abstrait,24,,"The theory remote from practical experience
",44,https://fr.wikisource.org/wiki/L%E2%80%99Art_d%E2%80%99avoir_toujours_raison/StratagA13%A8me_XXXIII,,Vous disqualifiez un argument spéculatif en usant du cliché selon lequel la théorie ne résiste jamais à l'épreuve de la pratique.,129,"Quand je serai grand, j'irai vivre en théorie car en théorie tout se passe bien.",80,Discarding a theoretical argument by use of the cliche according to which theories always fail when applied practically. ,121,,,,,0,,,0,,,à bien étudier en particulier le lien français qui ne me semble pas approprié.,,,,"En théorie, on obtient n'importe quoi et tout le monde sait pourquoi. En pratique on obtient toujours la même chose et personne ne sait pourquoi. ",,,circle,,,
60,1.1.3.4.3,"1,1343",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Détournement de cliché,22,,Snowclone,9,https://fr.wikipedia.org/wiki/Snowclone,https://en.wikipedia.org/wiki/Snowclone,Vous modifiez à dessein une expression populaire afin de l'adapter au contexte de votre argumentation.,102,Je suis exubérant mais je me soigne. ,37,Adapting a well-known quote to the context of an argumentation.,63,,,,,0,,,0,,,lien t vers rhétorique->poétique.,,Une autre fin du monde est possible,Another end of the world is possible,,,,circle,,,
61,1.1.3.4.4,"1,1344",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,La preuve par l'absurde,23,,Credo quia absurdum,19,,https://en.wikipedia.org/wiki/Credo_quia_absurdum,Vous fondez paradoxalement la validité de votre proposition sur son incongruité.,80,C'est parce que l'on ne peut pas ressusciter des morts que je crois en Jésus Christ. ,85,Arguing that the absurdity of something is the main reason to believe it.,73,,,,,0,,,0,,,,Credo quia absurdum,,,,,,circle,,,
62,1.1.3.4.5,"1,1345",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Lapalissade,11,,Truism,6,https://fr.wikipedia.org/wiki/Lapalissade,,Vous formulez une évidence absolue qui déclenche l'hilarité.,60,"Certains hommes sont grands, d'autres pas. ",43,Asserting an obvious truth,26,,,,,0,,,0,,,"Je ne pense pas que ce soit cliché, je pense que c'est rhétorique. Le sens direct est tautologique mais un autre sens, caché, passe. À bouger selon moi.",,,,La Palice en aurait dit autant. ,,,circle,,,
63,1.1.3.4.6,"1,1346",5,Insuffisance,"Argument
bâclé","Argument
vide",,,,,Bromure,7,,Bromide,7,,https://en.wikipedia.org/wiki/Bromide_(language),Vous énoncez des platitudes afin d'endormir la vigilance de votre auditoire.,76,,0,Formulating arguments so mundane that one loses focus.,54,,,,,0,,,0,,,PAs non plus un cliché,,,,,,,circle,,,
64,1.2,"1,2",2,Insuffisance,Préjugé,,"Jesse OK
",1,,,Préjugé,7,,Prejudice,9,https://fr.wikipedia.org/wiki/Pr%C3%A9jug%C3%A9,https://en.wikipedia.org/wiki/Prejudice,Votre thèse repose sur des opinions préconçues.,47,Laisse donc ton père ouvrir ce pot de cornichons: c'est une affaire d'hommes !,78,Arguing on the basis of unchallenged pre-conceptions.,53,"Let your father open that jar of pickles, it's a man's job.",59,,,0,,,0,,0,,,,,,,,circle,oeillères,,
65,1.2.1,"1,21",3,Insuffisance,Préjugé,Argument d'autorité,"Jesse OK
",2,1,,Argument d'autorité,19,,Argument from Authority,23,https://fr.wikipedia.org/wiki/Argument_d%27autorité,https://en.wikipedia.org/wiki/Argument_from_authority,"Vous justifiez votre propos par l'expertise de personnes influentes qui le soutiennent, plutôt que par son contenu.",115,"Bien qu'ayant trop chaud, je n'enlève pas mon manteau, car maman a dit qu'il faisait froid.",91,Grounding claims on the supposedly expert opinion of influential people who support them. ,90,I'm feeling hot but I keep my coat on because Mum said it was cold today.,73,,,0,,,0,,0,"An argument from authority, also called an appeal to authority, popularized by John Locke as the argumentum ad verecundiam
Jesse: CF version FR: il y a 3 expressions en latin, qui correspondent ici à des sous-categories
Liens transverses (mmiroir) vers par le mépris, par la haine... Lein t vers achievements",,,,,,,circle,roi éléphant ivre,,
